BKMLJIHP_00010	GH51
PFIGAMCC_00747	GT4
PFIGAMCC_00749	GT51
PFIGAMCC_00906	GH3
PFIGAMCC_00907	GH3
PFIGAMCC_00927	GT2
PFIGAMCC_01009	GT2
PFIGAMCC_01193	CE4
PFIGAMCC_01288	GH78
PFIGAMCC_01438	GT4
PFIGAMCC_01448	GH2
PFIGAMCC_01449	GH43_17
PFIGAMCC_01456	GH39
PFIGAMCC_01460	GT5
PFIGAMCC_01461	GT1
PFIGAMCC_01502	CE9
PFIGAMCC_01509	GH77
PFIGAMCC_01590	GT2
PFIGAMCC_01591	GH3
PFIGAMCC_01746	GH13
PFIGAMCC_01781	COH1-DOC-COH1
PFIGAMCC_01932	GT2
PFIGAMCC_02077	GH13_9
PFIGAMCC_02264	GT5
PFIGAMCC_02368	CE4
PFIGAMCC_02418	GH1
PFIGAMCC_00071	GT1
PFIGAMCC_00196	GH3
PFIGAMCC_00216	GH43_35
PFIGAMCC_00560	GT5
PFIGAMCC_00930	GT28
HPLLCFNC_00003	GH32
HPLLCFNC_00063	GH23
HPLLCFNC_00093	GT84-GH94
HPLLCFNC_00111	GH1
HPLLCFNC_00114	GH125
HPLLCFNC_00120	GH38
HPLLCFNC_00123	CE2
HPLLCFNC_00508	GT2
HPLLCFNC_00520	GT4
HPLLCFNC_00528	GT4
HPLLCFNC_00529	GT4
HPLLCFNC_00617	GH73
HPLLCFNC_00987	GT51
HPLLCFNC_01025	GH3
HPLLCFNC_01114	GH8
HPLLCFNC_01115	GH43_12
HPLLCFNC_01184	GH73
HPLLCFNC_01188	GH101-CBM32
HPLLCFNC_01220	GH31
HPLLCFNC_01232	GT2
HPLLCFNC_01233	GT32
HPLLCFNC_01371	GT4
HPLLCFNC_01410	GH120
HPLLCFNC_01411	GH43_35
HPLLCFNC_01554	GH3
HPLLCFNC_01580	CE4
HPLLCFNC_01609	GH1
HPLLCFNC_01781	GT5
HPLLCFNC_01782	GH13_9
HPLLCFNC_01788	GT5
HPLLCFNC_01789	GH13_9
HPLLCFNC_02291	GH25-CBM50-CBM50-CBM50
HPLLCFNC_02333	GH31-CBM32-DOC
HPLLCFNC_02351	GH2
HPLLCFNC_02502	GH161
HPLLCFNC_02553	GH133
HPLLCFNC_02633	GH35
HPLLCFNC_02692	GH13_14
HPLLCFNC_02814	CE9
HPLLCFNC_02815	GT2
HPLLCFNC_02817	GT2
HPLLCFNC_02818	GT2
HPLLCFNC_02819	GT4
HPLLCFNC_02821	GT4
HPLLCFNC_02940	GT4
HPLLCFNC_02994	GT28
HPLLCFNC_03005	CBM48-GH13_14
HPLLCFNC_03019	GT4
HPLLCFNC_03022	GT26
HPLLCFNC_00001	GH20
HPLLCFNC_00121	GH20
HPLLCFNC_00482	GH3
HPLLCFNC_00514	GT4
HPLLCFNC_00524	GT4
HPLLCFNC_00538	GT2
HPLLCFNC_00637	GH13_29
HPLLCFNC_00715	GT2
HPLLCFNC_00995	GT2
HPLLCFNC_01110	GH67
HPLLCFNC_01215	GH31
HPLLCFNC_01230	GT1
HPLLCFNC_01236	GT1
HPLLCFNC_01273	CBM34-GH13_21
HPLLCFNC_01309	CBM50
HPLLCFNC_01313	GT4
HPLLCFNC_01317	GT4
HPLLCFNC_01370	GT2
HPLLCFNC_01558	GH1
HPLLCFNC_01770	GH112
HPLLCFNC_01838	CBM34-GH13_20
HPLLCFNC_01887	GH31
HPLLCFNC_02298	CE4
HPLLCFNC_02569	GH13_19
HPLLCFNC_02822	GT26
HPLLCFNC_02976	GT28
HPLLCFNC_02979	CBM50
HPLLCFNC_02987	GT4
HPLLCFNC_02988	GT4
HPLLCFNC_00334	GH4
HPLLCFNC_00434	GH25
HPLLCFNC_00604	GT35
HPLLCFNC_00829	GH1
HPLLCFNC_00831	GH1
HPLLCFNC_00841	GH77
HPLLCFNC_01378	GH51
HPLLCFNC_01885	GH4
HPLLCFNC_02026	CE9
HPLLCFNC_02459	GH23
HPLLCFNC_02794	GH1
HPLLCFNC_02897	GH1
EDAGLLIN_00381	GT4
EDAGLLIN_00431	GT4
EDAGLLIN_00495	GT28
EDAGLLIN_00496	GT28
EDAGLLIN_00533	GT2
EDAGLLIN_00740	GH25
EDAGLLIN_00876	GT4
EDAGLLIN_00957	GH73
EDAGLLIN_01086	GH42
EDAGLLIN_01199	GT2
EDAGLLIN_00439	GT4
KHELNLJK_00025	GT2
KHELNLJK_00563	GH1
MLNEDGJG_00129	GH13_9
MLNEDGJG_00133	GT5
MLNEDGJG_00134	GH13_39
MLNEDGJG_00135	GH77
MLNEDGJG_00364	GH97
MLNEDGJG_00704	GH73
MLNEDGJG_00710	GT51
MLNEDGJG_00728	CE4
MLNEDGJG_00957	GT51
MLNEDGJG_01046	GT28
MLNEDGJG_01182	GH4
MLNEDGJG_01185	GH25
MLNEDGJG_00130	GT35
MLNEDGJG_00203	GH42
MLNEDGJG_01178	PL9
BPLGLIJB_00090	CBM50
BPLGLIJB_00421	GH18
BPLGLIJB_00476	CBM5-CBM5-GH18-CBM5-CBM5
BPLGLIJB_00943	GH23
BPLGLIJB_00996	GT28
BPLGLIJB_01302	GT4
BPLGLIJB_01391	GT4
BPLGLIJB_01395	GT26
BPLGLIJB_01507	GH25
BPLGLIJB_01644	GT2
BPLGLIJB_01723	GT2
BPLGLIJB_01096	GT2
HGNOBLHI_00644	GT9
HGNOBLHI_01230	GH3
HGNOBLHI_01231	GH3
HGNOBLHI_01506	GT4
HGNOBLHI_00606	GH25
HGNOBLHI_00045	GT51
HGNOBLHI_00328	CE9
HGNOBLHI_00444	GH23
HGNOBLHI_00476	GT2
HGNOBLHI_00645	GT9
HGNOBLHI_00925	GT83
HGNOBLHI_01106	GH73
HGNOBLHI_01113	GT2
HGNOBLHI_01122	CE11
HGNOBLHI_01125	GT19
HGNOBLHI_01127	GT30
HGNOBLHI_01291	GT28
HGNOBLHI_01404	GH18
HGNOBLHI_01441	GT35
HGNOBLHI_01442	CBM48-GH13_9
HGNOBLHI_01443	GT5
HGNOBLHI_01444	CBM34-GH13_39-GH77
HGNOBLHI_01658	GT51
HGNOBLHI_01677	GT2
HGNOBLHI_01680	GT26
HGNOBLHI_01769	GT2
HGNOBLHI_01770	GT8
HGNOBLHI_01772	GT25
HGNOBLHI_01773	GT9
HGNOBLHI_01774	GT8
HGNOBLHI_01776	GT8
HGNOBLHI_01826	GT83
PEJLDLPI_00063	GH23
PEJLDLPI_00166	GT4
PEJLDLPI_00388	GH18
PEJLDLPI_00434	GT2
PEJLDLPI_00448	GT9
PEJLDLPI_00457	GT28
PEJLDLPI_00612	GT2
PEJLDLPI_00615	GT2
PEJLDLPI_00654	CBM34-GH13_39-GH77
PEJLDLPI_00655	GT5
PEJLDLPI_00899	GT51
PEJLDLPI_01226	GH33
PEJLDLPI_01246	GH3
PEJLDLPI_01463	GT83
PEJLDLPI_02331	GT4
PEJLDLPI_02334	GT4
PEJLDLPI_02439	GT2
PEJLDLPI_02445	GT2
PEJLDLPI_02446	GT4
PEJLDLPI_01462	GT83
PEJLDLPI_01805	GT83
PEJLDLPI_02436	GH25
PEJLDLPI_00073	GH25
PEJLDLPI_00130	GT28
PEJLDLPI_00164	GT2
PEJLDLPI_00169	GT2
PEJLDLPI_00171	GT2
PEJLDLPI_00172	GT8
PEJLDLPI_00311	GT51
PEJLDLPI_00321	GT26
PEJLDLPI_00325	GT2
PEJLDLPI_00357	GT83
PEJLDLPI_00447	GT9
PEJLDLPI_00656	CBM48-GH13_9
PEJLDLPI_00657	GT35
PEJLDLPI_00890	GT30
PEJLDLPI_00892	GT19
PEJLDLPI_00896	CE11
PEJLDLPI_01217	GH13_31
PEJLDLPI_01245	CE9
PEJLDLPI_01480	CE4
PEJLDLPI_01771	GH73
PEJLDLPI_01799	GH23
PEJLDLPI_01806	GT2
PEJLDLPI_02282	GH23
JEPBBJLB_00107	GT2
JEPBBJLB_00298	GT2
JEPBBJLB_00326	GT28
JEPBBJLB_00519	GH3
JEPBBJLB_00647	GT25
JEPBBJLB_00917	GH23
JEPBBJLB_00930	GT83
JEPBBJLB_01089	GT51
JEPBBJLB_01297	GT51
JEPBBJLB_01351	GT30
JEPBBJLB_01394	GT2
JEPBBJLB_01553	GT9
JEPBBJLB_01554	GT9
JEPBBJLB_01722	GT2
JEPBBJLB_01788	GH78
JEPBBJLB_01792	CBM50
JEPBBJLB_02190	CBM50
JEPBBJLB_02201	GT2
JEPBBJLB_02213	GT2
JEPBBJLB_02246	GH25
JEPBBJLB_00205	GT9
JEPBBJLB_00577	GT111
JEPBBJLB_00651	GT2
JEPBBJLB_00894	GH18
JEPBBJLB_00931	GT83
JEPBBJLB_01163	GT83
JEPBBJLB_00650	GT2
JEPBBJLB_00845	CE11
JEPBBJLB_00849	GT19
JEPBBJLB_00906	GT26
JEPBBJLB_00909	GT2
JEPBBJLB_01000	GT28
JEPBBJLB_01519	GT2
FKIMHPIF_00064	GT51
FKIMHPIF_00187	GT111
FKIMHPIF_00212	CE11
FKIMHPIF_00230	GT83
FKIMHPIF_00428	GT25
FKIMHPIF_00504	GT9
FKIMHPIF_00505	GT9
FKIMHPIF_00730	GT2
FKIMHPIF_00747	GT26
FKIMHPIF_00750	GT2
FKIMHPIF_00799	GT51
FKIMHPIF_00830	GH3
FKIMHPIF_00930	GT2
FKIMHPIF_01086	GT111
FKIMHPIF_01087	GT8
FKIMHPIF_01101	GT83
FKIMHPIF_00208	GT19
FKIMHPIF_00517	GH23
FKIMHPIF_00206	GT30
IKGDGHFF_00009	GT9
IKGDGHFF_00162	GT83
IKGDGHFF_00415	GT28
IKGDGHFF_00534	GT2
IKGDGHFF_00623	GT2
IKGDGHFF_00626	GT26
IKGDGHFF_00635	GT51
IKGDGHFF_00737	GT25
IKGDGHFF_00925	GT8
IKGDGHFF_00926	GT9
IKGDGHFF_00927	GT9
IKGDGHFF_00998	GH3
IKGDGHFF_01087	GT83
IKGDGHFF_01118	GT51
IKGDGHFF_01359	GH18
IKGDGHFF_00126	GT2
IKGDGHFF_00239	GH23
IKGDGHFF_00454	GT19
IKGDGHFF_00452	GT30
LCINLIHK_00222	GT26
LCINLIHK_00494	GH77
LCINLIHK_00532	GH133
LCINLIHK_00578	GH23
LCINLIHK_00706	GT83
LCINLIHK_01080	GT4
LCINLIHK_01082	GT4
LCINLIHK_01168	GT2
LCINLIHK_01172	GH108
LCINLIHK_00096	GH57-GT35
LCINLIHK_00097	GT5
LCINLIHK_00838	GT4
LCINLIHK_00840	GT4
LCINLIHK_00848	CE11
LCINLIHK_01077	GT4
LCINLIHK_01289	GT28
LCINLIHK_01380	GT19
EHMNNIKL_01345	GH77
EHMNNIKL_01346	GH77
EHMNNIKL_01707	GT4
EHMNNIKL_01709	GT4
EHMNNIKL_01713	GT4
EHMNNIKL_01797	GT2
EHMNNIKL_01808	GT2
EHMNNIKL_02668	GT83
EHMNNIKL_03035	GH24
EHMNNIKL_01312	GT9
EHMNNIKL_01313	GT9
EHMNNIKL_01323	GT9
EHMNNIKL_01324	GT9
EHMNNIKL_01332	GT4
EHMNNIKL_02629	GT4
EHMNNIKL_02636	GT4
EHMNNIKL_00112	CE7
EHMNNIKL_00215	GT9
EHMNNIKL_00217	GT9
EHMNNIKL_00218	GT9
EHMNNIKL_00219	GT2
EHMNNIKL_00333	GT51
EHMNNIKL_00469	GT4-CE4
EHMNNIKL_00628	GH73
EHMNNIKL_00739	GH4
EHMNNIKL_01031	GT104
EHMNNIKL_01149	GT2
EHMNNIKL_01305	GT9
EHMNNIKL_01315	GT4
EHMNNIKL_01326	GT4
EHMNNIKL_01336	GT4
EHMNNIKL_01338	GT4
EHMNNIKL_01340	GT5
EHMNNIKL_01343	CBM48-GH13_9
EHMNNIKL_01344	GT35
EHMNNIKL_01382	GH23
EHMNNIKL_01393	GT19
EHMNNIKL_01397	CE11
EHMNNIKL_01415	GH1
EHMNNIKL_01540	GH73
EHMNNIKL_01657	CE9
EHMNNIKL_01699	GT51
EHMNNIKL_01807	GT4
EHMNNIKL_01983	GH13_11
EHMNNIKL_02071	GT30
EHMNNIKL_02166	GT83
EHMNNIKL_02294	GT28
EHMNNIKL_02545	CBM50-CBM50
EHMNNIKL_02657	GT2
EHMNNIKL_02658	GT4
EHMNNIKL_02660	GT4
EHMNNIKL_02661	GT2
EHMNNIKL_02662	GT32
EHMNNIKL_02666	GT2
MOKAHJHF_00135	GT35
MOKAHJHF_00393	GT9
MOKAHJHF_00582	GH23
MOKAHJHF_00701	GT4
MOKAHJHF_00708	GT4
MOKAHJHF_02675	GT2
MOKAHJHF_02769	GT2
MOKAHJHF_02771	GT32
MOKAHJHF_00043	GT2
MOKAHJHF_00044	GT4
MOKAHJHF_01667	GH23
MOKAHJHF_02685	GT4
MOKAHJHF_00042	GT4
MOKAHJHF_00046	CE4
MOKAHJHF_00049	GT9
MOKAHJHF_00068	GT104
MOKAHJHF_00131	GT5
MOKAHJHF_00134	CBM48-GH13_9
MOKAHJHF_00305	GH73
MOKAHJHF_00379	GT28
MOKAHJHF_00395	GT9
MOKAHJHF_00396	GT9
MOKAHJHF_00397	GT2
MOKAHJHF_00718	GT19
MOKAHJHF_00722	CE11
MOKAHJHF_00726	GT9
MOKAHJHF_00954	GT4
MOKAHJHF_01862	GH77
MOKAHJHF_01896	CBM48-GH13_11
MOKAHJHF_01901	GT30
MOKAHJHF_02162	CBM50-CBM50
MOKAHJHF_02300	GT51
MOKAHJHF_02486	CE9
MOKAHJHF_02658	GT4
MOKAHJHF_02659	GT2
MOKAHJHF_02661	GT100
MOKAHJHF_02663	GT82
MOKAHJHF_02687	GT4
EJJNKAMC_00031	GT2
EJJNKAMC_00032	GT2
EJJNKAMC_00034	GT8
MILKAIHP_00008	GH20
MILKAIHP_00009	GH33
MILKAIHP_00013	GH29
MILKAIHP_00018	GH92
MILKAIHP_00098	GH20
MILKAIHP_00132	GH43_35
MILKAIHP_00219	GT30
MILKAIHP_00226	CBM48-CE1
MILKAIHP_00308	GH31
MILKAIHP_00330	GH77
MILKAIHP_00365	GH43_28
MILKAIHP_00394	GT4
MILKAIHP_00408	CBM48-CE1
MILKAIHP_00419	GH10
MILKAIHP_00420	GH43_1
MILKAIHP_00421	GH67
MILKAIHP_00466	GH43_17
MILKAIHP_00468	GT4
MILKAIHP_00483	GT2
MILKAIHP_00527	GH3
MILKAIHP_00528	CE1
MILKAIHP_00580	GH2
MILKAIHP_00606	GH73
MILKAIHP_00723	GH3
MILKAIHP_00834	GT2
MILKAIHP_00886	GT2
MILKAIHP_01045	GH97
MILKAIHP_01067	GH115
MILKAIHP_01099	GH23-CBM50-CBM50
MILKAIHP_01139	GH130
MILKAIHP_01140	GH27-CE7
MILKAIHP_01142	GH5_4
MILKAIHP_01150	GH51
MILKAIHP_01151	GH43_2
MILKAIHP_01154	GH95
MILKAIHP_01172	GH92
MILKAIHP_01178	GT2
MILKAIHP_01203	GT3-GT35
MILKAIHP_01204	GT3
MILKAIHP_01205	GH57
MILKAIHP_01206	GT4
MILKAIHP_01207	GH133
MILKAIHP_01208	GH13_8
MILKAIHP_01277	GH51
MILKAIHP_01280	GH2
MILKAIHP_01290	GT4
MILKAIHP_01322	GH29-CBM32
MILKAIHP_01323	GH31
MILKAIHP_01333	GH95
MILKAIHP_01350	GH163
MILKAIHP_01374	GH26
MILKAIHP_01375	GH5_7-GH26
MILKAIHP_01437	GH13_38
MILKAIHP_01451	GT4
MILKAIHP_01458	GH43_29
MILKAIHP_01467	GH3
MILKAIHP_01469	GT4
MILKAIHP_01472	GH3
MILKAIHP_01476	CBM48-CE1
MILKAIHP_01480	GH3
MILKAIHP_01489	GH95
MILKAIHP_01490	GH97
MILKAIHP_00005	CBM48-CE1
MILKAIHP_00014	CBM9
MILKAIHP_00017	GH130
MILKAIHP_00019	GH97
MILKAIHP_00020	GH92-GH125
MILKAIHP_00109	GT5
MILKAIHP_00133	GH3
MILKAIHP_00170	GH31
MILKAIHP_00175	GT51
MILKAIHP_00187	GH97
MILKAIHP_00329	GH97
MILKAIHP_00623	CBM13-GH2
MILKAIHP_00674	CE11
MILKAIHP_00703	GH2
MILKAIHP_00736	GH84
MILKAIHP_00766	GT28
MILKAIHP_00796	GH43_10
MILKAIHP_00874	GH92
MILKAIHP_00902	GT4
MILKAIHP_01152	GH3
MILKAIHP_01153	CE6
MILKAIHP_01156	GH43_7-CBM13
MILKAIHP_01170	GH63
MILKAIHP_01348	GH3
MILKAIHP_01381	GH94
MILKAIHP_01425	CE15
MILKAIHP_01457	GH43_35
PFKHPGNA_00034	GT4
PFKHPGNA_00391	GH32
PFKHPGNA_00463	CBM50
PFKHPGNA_00546	GH133
PFKHPGNA_00607	GT32
PFKHPGNA_00609	GT14
PFKHPGNA_00630	GH13_8
PFKHPGNA_00749	GT4
PFKHPGNA_00778	GH133
PFKHPGNA_00860	GT3-GT35
PFKHPGNA_00977	GT4
PFKHPGNA_00987	GH31
PFKHPGNA_01033	GT2
PFKHPGNA_01034	GT2
PFKHPGNA_01036	GT2
PFKHPGNA_01080	GH3
PFKHPGNA_01101	GH3
PFKHPGNA_01118	GH73-CBM50-CBM50
PFKHPGNA_01125	GT2
PFKHPGNA_01130	GT51
PFKHPGNA_01211	GH13_38
PFKHPGNA_01217	GT2
PFKHPGNA_01220	GH13
PFKHPGNA_01342	GH3
PFKHPGNA_01380	GH77
PFKHPGNA_01387	GH3
PFKHPGNA_00006	CBM48-CE1
PFKHPGNA_00240	CE1
PFKHPGNA_00273	GT4
PFKHPGNA_00336	GH3
PFKHPGNA_00442	GH3
PFKHPGNA_00509	CE1
PFKHPGNA_00559	GT2
PFKHPGNA_00734	CBM48-CE1
PFKHPGNA_00807	GT28
PFKHPGNA_00832	CE1
PFKHPGNA_00861	GH57
PFKHPGNA_00972	GH13
PFKHPGNA_01088	GT2
PFKHPGNA_01104	GT2
PFKHPGNA_01221	CE1
PFKHPGNA_01343	CE1
PFKHPGNA_01402	CE11
ADELAMLI_00015	GH29
ADELAMLI_00026	GH73-CBM50-CBM50
ADELAMLI_00039	CBM50-CBM50
ADELAMLI_00049	GT2
ADELAMLI_00050	GT2
ADELAMLI_00189	CE9
ADELAMLI_00256	GH95
ADELAMLI_00278	GH78
ADELAMLI_00339	GT4
ADELAMLI_00351	GH28
ADELAMLI_00352	GH28
ADELAMLI_00360	CBM50
ADELAMLI_00368	GH2
ADELAMLI_00375	GH78
ADELAMLI_00426	GT83
ADELAMLI_00441	GH127
ADELAMLI_00462	GH3
ADELAMLI_00486	GH156
ADELAMLI_00507	GH23
ADELAMLI_00548	GH133
ADELAMLI_00590	GT2
ADELAMLI_00618	PL21
ADELAMLI_00655	GH78
ADELAMLI_00680	CE11
ADELAMLI_00699	GH23-CBM50-CBM50-CBM50
ADELAMLI_00745	GH16_3
ADELAMLI_00770	GH3
ADELAMLI_00786	GH3
ADELAMLI_00787	GH28
ADELAMLI_00840	CE9
ADELAMLI_00841	CE9
ADELAMLI_00850	GH13_8
ADELAMLI_00856	GT3-GT35
ADELAMLI_00857	GH57
ADELAMLI_00858	GT4
ADELAMLI_00861	GH78
ADELAMLI_00865	GT2
ADELAMLI_00920	GH92
ADELAMLI_00963	CBM48-CE1
ADELAMLI_00972	GT2
ADELAMLI_01044	GH78
ADELAMLI_01046	GH109
ADELAMLI_01092	GH77
ADELAMLI_01093	GH77
ADELAMLI_01161	GH3
ADELAMLI_01174	GH32
ADELAMLI_01193	GH123
ADELAMLI_01210	GH43_28-CBM32
ADELAMLI_01271	GT2
ADELAMLI_01340	GH36
ADELAMLI_01383	GH36
ADELAMLI_01478	GH33
ADELAMLI_01484	GH28
ADELAMLI_01485	GH28
ADELAMLI_01499	GH36
ADELAMLI_01518	GH144
ADELAMLI_01560	GH144
ADELAMLI_01566	GT2
ADELAMLI_00313	GT51
ADELAMLI_00370	GH2
ADELAMLI_00427	GT2
ADELAMLI_00531	GH2
ADELAMLI_00559	GT28
ADELAMLI_00602	GH27-CBM35
ADELAMLI_00603	GH27-CBM35
ADELAMLI_00611	GT2
ADELAMLI_00882	GH144
ADELAMLI_00922	GH106
ADELAMLI_01212	GT2
ADELAMLI_01285	GT5
ADELAMLI_01298	GH2
ADELAMLI_01388	GT19
FJIFJIMM_00009	GH20
FJIFJIMM_00022	CE1
FJIFJIMM_00355	GT2
FJIFJIMM_00396	CE7
FJIFJIMM_00439	CE2
FJIFJIMM_00457	GT4
FJIFJIMM_00459	GH3
FJIFJIMM_00472	GH13_38
FJIFJIMM_00513	GH28
FJIFJIMM_00533	GH2
FJIFJIMM_00544	GH30_3
FJIFJIMM_00548	CE12-CE8
FJIFJIMM_00550	PL1
FJIFJIMM_00569	GH109
FJIFJIMM_00581	GT4
FJIFJIMM_00589	GH13
FJIFJIMM_00590	GH13
FJIFJIMM_00591	GH31
FJIFJIMM_00676	GT51
FJIFJIMM_00685	GT83
FJIFJIMM_00751	GH23
FJIFJIMM_00852	GH53
FJIFJIMM_00853	GH77
FJIFJIMM_00862	GH3
FJIFJIMM_00901	CBM48-CE1
FJIFJIMM_00912	CE1
FJIFJIMM_00938	GH5_4
FJIFJIMM_00939	GH130
FJIFJIMM_00986	GH18
FJIFJIMM_01031	GH57
FJIFJIMM_01118	GH3
FJIFJIMM_01130	GH3
FJIFJIMM_01226	GH3
FJIFJIMM_01230	GH23
FJIFJIMM_01274	GT2
FJIFJIMM_01307	GH13
FJIFJIMM_01308	GH13
FJIFJIMM_01309	GH13
FJIFJIMM_01310	GH13_36
FJIFJIMM_01328	GH73-CBM50
FJIFJIMM_01329	GH13_8
FJIFJIMM_01422	GH89
FJIFJIMM_01479	GT2
FJIFJIMM_01595	GH142
FJIFJIMM_01656	GT4
FJIFJIMM_01657	GH133
FJIFJIMM_01694	GH3
FJIFJIMM_01697	GT4
FJIFJIMM_00021	GH3
FJIFJIMM_00155	GH18
FJIFJIMM_00214	GT2
FJIFJIMM_00330	CE1
FJIFJIMM_00331	CE1
FJIFJIMM_00378	CE1
FJIFJIMM_00449	GH20
FJIFJIMM_00549	GH105
FJIFJIMM_00568	GT5
FJIFJIMM_00894	CE9
FJIFJIMM_01030	GT3-GT35
FJIFJIMM_01036	CE11
FJIFJIMM_01068	GH5_2
FJIFJIMM_01137	GH9
FJIFJIMM_01287	CE1
FJIFJIMM_01288	GH3
FJIFJIMM_01379	GT51
FJIFJIMM_01606	GH31
FJIFJIMM_01612	GT4
FJIFJIMM_00647	GT2
IPGDFDAF_00005	GT51
IPGDFDAF_00103	GH20
IPGDFDAF_00123	GH51
IPGDFDAF_00156	GH77
IPGDFDAF_00183	GT2
IPGDFDAF_00317	GH57
IPGDFDAF_00318	GT4
IPGDFDAF_00319	GH133
IPGDFDAF_00364	GH92
IPGDFDAF_00365	GH29
IPGDFDAF_00381	GH92
IPGDFDAF_00389	GH63
IPGDFDAF_00407	CE15
IPGDFDAF_00477	GH116
IPGDFDAF_00508	GH3
IPGDFDAF_00541	GT83
IPGDFDAF_00584	GH139
IPGDFDAF_00602	GH2
IPGDFDAF_00619	GH5_4
IPGDFDAF_00624	GH31
IPGDFDAF_00632	GH20
IPGDFDAF_00672	GH92
IPGDFDAF_00694	GH97
IPGDFDAF_00703	GT2
IPGDFDAF_00704	GT2
IPGDFDAF_00720	GH94
IPGDFDAF_00756	GH127
IPGDFDAF_00764	PL35
IPGDFDAF_00795	GH5
IPGDFDAF_00835	GH3
IPGDFDAF_00852	GH2
IPGDFDAF_00853	GH2
IPGDFDAF_00904	CBM50
IPGDFDAF_00925	GH23-CBM50-CBM50
IPGDFDAF_01028	GH142
IPGDFDAF_01037	GH95
IPGDFDAF_01056	GH92
IPGDFDAF_01060	GH31
IPGDFDAF_01104	GH23
IPGDFDAF_01106	GT4
IPGDFDAF_01130	GH92
IPGDFDAF_01131	GH92
IPGDFDAF_01150	GH43_10
IPGDFDAF_01152	GH89
IPGDFDAF_01153	GH120
IPGDFDAF_01179	GH130
IPGDFDAF_01184	PL35
IPGDFDAF_01200	GT2
IPGDFDAF_01206	GH13_38
IPGDFDAF_01221	PL1
IPGDFDAF_01223	CE8
IPGDFDAF_01226	GH28
IPGDFDAF_01253	GH163
IPGDFDAF_01257	CE11
IPGDFDAF_01265	GH35
IPGDFDAF_01323	GH28
IPGDFDAF_01352	GH20
IPGDFDAF_01362	GH33
IPGDFDAF_01441	GH2
IPGDFDAF_01480	CE9
IPGDFDAF_01495	GH78
IPGDFDAF_01552	GH36
IPGDFDAF_00009	GH3
IPGDFDAF_00161	GH88
IPGDFDAF_00316	GT3-GT35
IPGDFDAF_00449	GH2
IPGDFDAF_00461	GT19
IPGDFDAF_00542	GT2
IPGDFDAF_00651	GH43_17
IPGDFDAF_00673	GH92
IPGDFDAF_00707	GT5
IPGDFDAF_00714	GH29
IPGDFDAF_00849	GH127
IPGDFDAF_01222	GH105
IPGDFDAF_01279	GH3
IPGDFDAF_01507	GH130
IPGDFDAF_01623	GH23
DGIGLIHH_00024	GH127
DGIGLIHH_00030	GH130
DGIGLIHH_00038	GH123
DGIGLIHH_00075	GH43_33
DGIGLIHH_00125	GH43_34
DGIGLIHH_00155	GH123
DGIGLIHH_00187	GH92
DGIGLIHH_00196	GT2
DGIGLIHH_00268	GH28
DGIGLIHH_00269	GH97
DGIGLIHH_00272	GH43_33
DGIGLIHH_00352	GH29
DGIGLIHH_00357	GH28
DGIGLIHH_00360	GH31
DGIGLIHH_00362	GH43_10
DGIGLIHH_00364	GH110
DGIGLIHH_00369	GH97
DGIGLIHH_00371	GH116
DGIGLIHH_00396	GH33
DGIGLIHH_00399	GH33
DGIGLIHH_00402	GH33
DGIGLIHH_00406	GT4
DGIGLIHH_00418	GH43
DGIGLIHH_00422	GH97
DGIGLIHH_00423	GH95
DGIGLIHH_00439	GH43_17
DGIGLIHH_00475	GH43_31
DGIGLIHH_00492	GT2
DGIGLIHH_00545	GH20
DGIGLIHH_00551	GH92
DGIGLIHH_00609	GH92
DGIGLIHH_00612	GH2
DGIGLIHH_00637	GH2
DGIGLIHH_00657	GH23
DGIGLIHH_00716	CBM50-CBM50
DGIGLIHH_00749	CE12-CE8
DGIGLIHH_00750	GH28
DGIGLIHH_00760	GH76
DGIGLIHH_00791	GH130
DGIGLIHH_00873	GH76
DGIGLIHH_00896	GH23
DGIGLIHH_00908	GH20
DGIGLIHH_00956	GH92
DGIGLIHH_00957	GH92
DGIGLIHH_01003	GH20
DGIGLIHH_01027	GH3
DGIGLIHH_01079	GH97
DGIGLIHH_01112	GT2
DGIGLIHH_01135	GH33
DGIGLIHH_01161	GH77
DGIGLIHH_01284	GH92
DGIGLIHH_01323	GH92
DGIGLIHH_01325	GH92
DGIGLIHH_01328	GH2
DGIGLIHH_01330	CBM50
DGIGLIHH_01340	GH125
DGIGLIHH_01372	CE8
DGIGLIHH_01389	GT83
DGIGLIHH_01406	GT35
DGIGLIHH_01407	GH57
DGIGLIHH_01408	GT4
DGIGLIHH_01410	GH13_8
DGIGLIHH_01428	GT51
DGIGLIHH_01459	GH95
DGIGLIHH_01471	GH3
DGIGLIHH_01487	GH5_4
DGIGLIHH_01488	GH94
DGIGLIHH_01548	GH123
DGIGLIHH_01562	GH88
DGIGLIHH_01579	GH43_3
DGIGLIHH_01593	GT2
DGIGLIHH_01632	GH105
DGIGLIHH_01633	PL1
DGIGLIHH_01658	GH43_10
DGIGLIHH_01663	GH88
DGIGLIHH_01708	GH73
DGIGLIHH_01724	GH43_26
DGIGLIHH_01725	GH2
DGIGLIHH_01729	GH2
DGIGLIHH_01739	GH146
DGIGLIHH_01740	PL40
DGIGLIHH_00171	GT5
DGIGLIHH_00238	CE11
DGIGLIHH_00494	GT2
DGIGLIHH_00499	GH92
DGIGLIHH_00565	GH20
DGIGLIHH_00706	GT19
