GeneID	CAZy
PBMDCECB_223460	GH2
PBMDCECB_223482	GH23
PBMDCECB_223637	GT4
PBMDCECB_223695	GH18
PBMDCECB_223702	GH94
PBMDCECB_223770	GH73
PBMDCECB_223779	GT2
PBMDCECB_223871	GT5
PBMDCECB_223892	GT30
PBMDCECB_223923	GH109
PBMDCECB_223931	GH73
PBMDCECB_224008	GH20
PBMDCECB_224061	GT2
PBMDCECB_224074	GT4
PBMDCECB_224220	GT4
PBMDCECB_224221	GT2
PBMDCECB_224235	GT2
PBMDCECB_224277	GT2
PBMDCECB_224367	GH13_31
PBMDCECB_224381	GT2
PBMDCECB_224456	GT2
PBMDCECB_224496	GT4
PBMDCECB_224540	CBM6
PBMDCECB_224543	GH92
PBMDCECB_224568	GH36
PBMDCECB_224577	CBM50
PBMDCECB_224582	GT2
PBMDCECB_224622	CBM51
PBMDCECB_224696	GT28
PBMDCECB_224750	GT2
PBMDCECB_224829	GT2
PBMDCECB_224839	GT35
PBMDCECB_224919	GT2
PBMDCECB_224925	GT32
PBMDCECB_224972	GT2
PBMDCECB_225011	GT35
PBMDCECB_225042	GH23
PBMDCECB_225066	GH26
PBMDCECB_225204	GH13_21
PBMDCECB_225263	GT4
PBMDCECB_225359	GT2
PBMDCECB_225410	GT2
PBMDCECB_225416	GH28
PBMDCECB_225440	GH25
PBMDCECB_225472	GH78
PBMDCECB_225496	CBM35
PBMDCECB_225500	GT4
PBMDCECB_225551	GH51
PBMDCECB_225556	GH1
PBMDCECB_225565	CBM62
PBMDCECB_225570	DOC
PBMDCECB_225611	GH1
PBMDCECB_225933	GT51
PBMDCECB_225939	GH23
PBMDCECB_226030	GH3
PBMDCECB_226069	GT2
PBMDCECB_226125	GT2
PBMDCECB_226176	GH115
PBMDCECB_226193	GT4
PBMDCECB_226254	GT4
PBMDCECB_226290	GH4
PBMDCECB_226309	GH20
PBMDCECB_226314	GT4
PBMDCECB_226318	GH39
PBMDCECB_226365	GH20
PBMDCECB_226492	GT2
PBMDCECB_226512	GT8
PBMDCECB_226544	CBM6
PBMDCECB_226599	GH97
PBMDCECB_226658	GH13_36
PBMDCECB_226691	GH16_3
PBMDCECB_226719	GH25
PBMDCECB_204171	GT4
PBMDCECB_207637	GT2
PBMDCECB_208654	GH24
PBMDCECB_212403	GH88
PBMDCECB_212478	GT4
PBMDCECB_201789	GT2
PBMDCECB_202210	GT2
PBMDCECB_202769	GT2
PBMDCECB_203120	GH1
PBMDCECB_203670	GH39
PBMDCECB_203889	GT28
PBMDCECB_204984	GT1
PBMDCECB_206092	GH23
PBMDCECB_206656	GH105
PBMDCECB_207147	GT4
PBMDCECB_207384	GH43_5
PBMDCECB_207740	GT2
PBMDCECB_208203	GT32
PBMDCECB_209945	GT30
PBMDCECB_210585	GH23-CBM50
PBMDCECB_210600	GT2
PBMDCECB_210854	GT30
PBMDCECB_211053	GT2
PBMDCECB_211804	GT2
PBMDCECB_211886	GT28
PBMDCECB_212484	GH105
PBMDCECB_213228	GT2
PBMDCECB_214895	GT2
PBMDCECB_216338	CBM50
PBMDCECB_217108	GT2
PBMDCECB_217715	GT104
PBMDCECB_218381	GT2
PBMDCECB_221141	GH16_3
PBMDCECB_222173	CBM9
PBMDCECB_222509	GT35
PBMDCECB_222557	GT2
PBMDCECB_224755	GT2
PBMDCECB_224882	CBM50
PBMDCECB_226612	CBM9
PBMDCECB_176411	GT2-GT2
PBMDCECB_176412	GT2
PBMDCECB_176413	GT2
PBMDCECB_176426	CBM50
PBMDCECB_176535	GT2
PBMDCECB_176621	GH36
PBMDCECB_176685	GT2
PBMDCECB_176713	GH36
PBMDCECB_176730	GH43_3-CBM72
PBMDCECB_176771	GH13
PBMDCECB_176810	GH13
PBMDCECB_176869	GH91
PBMDCECB_176924	GH9
PBMDCECB_177072	GT4
PBMDCECB_177081	GH5_4
PBMDCECB_177117	GH43_2-CBM6
PBMDCECB_177139	GT19
PBMDCECB_177140	GH25
PBMDCECB_177186	GT51
PBMDCECB_177222	GH25
PBMDCECB_177224	GH43_7-CBM13
PBMDCECB_177299	GH23
PBMDCECB_177333	GH43_26
PBMDCECB_177340	GH95
PBMDCECB_177361	GH92
PBMDCECB_177398	GT30
PBMDCECB_177437	DOC
PBMDCECB_177457	GH43_5
PBMDCECB_177522	GH13_38
PBMDCECB_177595	CBM50-CBM50
PBMDCECB_177638	GT8
PBMDCECB_177641	GH77
PBMDCECB_177659	GT4
PBMDCECB_177675	GH78
PBMDCECB_177789	GH39
PBMDCECB_177793	GH13_29
PBMDCECB_177799	GT4
PBMDCECB_177800	GT2
PBMDCECB_177827	GH43_10
PBMDCECB_177844	GH30_8-CBM6
PBMDCECB_177871	GT2
PBMDCECB_177908	GH94
PBMDCECB_177986	GT2
PBMDCECB_178013	GH23
PBMDCECB_178097	GH105
PBMDCECB_178163	GT2
PBMDCECB_178182	GH36
PBMDCECB_178288	GT4
PBMDCECB_178325	GT35
PBMDCECB_178395	GT2
PBMDCECB_178396	GT2
PBMDCECB_178426	GT4
PBMDCECB_178463	GH133
PBMDCECB_178464	GT4
PBMDCECB_178498	GH108
PBMDCECB_178627	GH55
PBMDCECB_178650	GT4
PBMDCECB_178696	GH63
PBMDCECB_178738	GH25
PBMDCECB_178878	GH29
PBMDCECB_178879	GH130
PBMDCECB_178892	GH2
PBMDCECB_178936	GH141
PBMDCECB_178961	GT4
PBMDCECB_179043	GT2
PBMDCECB_179122	GT2
PBMDCECB_179123	CBM51
PBMDCECB_179143	GH92
PBMDCECB_179209	GH16_25
PBMDCECB_179240	CBM50
PBMDCECB_179349	GT2
PBMDCECB_179375	GH3
PBMDCECB_179431	CBM72
PBMDCECB_179590	GH130
PBMDCECB_179602	GH115
PBMDCECB_179663	GH5_2
PBMDCECB_179819	GT2
PBMDCECB_179859	PL1
PBMDCECB_179985	GH139
PBMDCECB_180184	GH2
PBMDCECB_180191	GH2
PBMDCECB_180194	GH13
PBMDCECB_180230	GH3
PBMDCECB_180232	GT2
PBMDCECB_180235	PL10
PBMDCECB_180262	GT4
PBMDCECB_180323	GH43_3-CBM72
PBMDCECB_180387	CBM50
PBMDCECB_180557	GH29
PBMDCECB_180617	CBM48-GH13_11
PBMDCECB_180642	GH76-CBM72
PBMDCECB_180691	CBM50
PBMDCECB_180695	GT2
PBMDCECB_180704	CBM62
PBMDCECB_180750	CBM38
PBMDCECB_180847	GH51
PBMDCECB_180859	GT4
PBMDCECB_180870	GH30_2
PBMDCECB_180896	GT8
PBMDCECB_180899	GT2
PBMDCECB_180977	GH73
PBMDCECB_180995	GH16_3
PBMDCECB_181025	GH29
PBMDCECB_181139	GT4
PBMDCECB_181140	GH98-CBM35
PBMDCECB_181205	GT2
PBMDCECB_181230	CBM50
PBMDCECB_181280	GT2
PBMDCECB_181330	GT5
PBMDCECB_181363	GH2
PBMDCECB_181406	GH5_4
PBMDCECB_181423	GH2
PBMDCECB_181668	GH29
PBMDCECB_181755	GH13_38
PBMDCECB_181770	GT2
PBMDCECB_182032	CBM6
PBMDCECB_182128	GH2
PBMDCECB_182150	GH9
PBMDCECB_182205	GH43_10
PBMDCECB_182379	GT2
PBMDCECB_182448	CBM6
PBMDCECB_182553	GT32
PBMDCECB_182582	GT4
PBMDCECB_182817	GT4
PBMDCECB_182915	GH51
PBMDCECB_183020	GH29
PBMDCECB_183072	GH130
PBMDCECB_183103	GT2
PBMDCECB_183180	GH30_8-CBM6
PBMDCECB_183182	GT2
PBMDCECB_183190	GH89
PBMDCECB_183238	GH31
PBMDCECB_183279	GH2
PBMDCECB_183390	GT4
PBMDCECB_183408	GT111
PBMDCECB_183581	GT2
PBMDCECB_183612	GH43_37-CBM61
PBMDCECB_183631	GT2
PBMDCECB_183632	GT4
PBMDCECB_183687	GT35
PBMDCECB_183746	GH115
PBMDCECB_183785	GT2
PBMDCECB_183861	GH23
PBMDCECB_183863	CBM48
PBMDCECB_183905	GH3
PBMDCECB_183997	GT4
PBMDCECB_183999	GT26
PBMDCECB_184020	GT2
PBMDCECB_184071	GT51
PBMDCECB_184164	GH115
PBMDCECB_184217	GH36
PBMDCECB_184228	GT4
PBMDCECB_184231	GT2-GT2
PBMDCECB_184336	GT2
PBMDCECB_184381	CBM50
PBMDCECB_184388	GT2
PBMDCECB_184389	GT2
PBMDCECB_184394	GH29-CBM32
PBMDCECB_184457	GT2
PBMDCECB_184476	GT32
PBMDCECB_184532	GT4
PBMDCECB_184536	GH23
PBMDCECB_184558	GT56
PBMDCECB_184586	GT2
PBMDCECB_184710	GH35
PBMDCECB_184762	GH144
PBMDCECB_184819	GH23
PBMDCECB_184874	GT2
PBMDCECB_184881	GH73
PBMDCECB_184891	GH73-CBM50-CBM50
PBMDCECB_184913	GT2
PBMDCECB_184931	GT2
PBMDCECB_184934	GH10
PBMDCECB_184967	GH13_20
PBMDCECB_185045	GH23
PBMDCECB_185067	GH110
PBMDCECB_185318	GH43_4
PBMDCECB_185345	GT4
PBMDCECB_185363	GH23-CBM50
PBMDCECB_185432	GH16_3
PBMDCECB_185523	GT4
PBMDCECB_185651	GT2
PBMDCECB_185652	GT2
PBMDCECB_185654	GT4
PBMDCECB_185712	GH1
PBMDCECB_185752	GH33
PBMDCECB_185774	GT4
PBMDCECB_185825	PL10
PBMDCECB_185890	GH125
PBMDCECB_185928	GT2
PBMDCECB_185929	GT32
PBMDCECB_185930	GT90
PBMDCECB_185958	GT4
PBMDCECB_185964	GT2
PBMDCECB_185985	GH51
PBMDCECB_186077	GT4
PBMDCECB_186107	GH89
PBMDCECB_186118	PL12
PBMDCECB_186142	GT4
PBMDCECB_186213	GH28
PBMDCECB_186230	GH5
PBMDCECB_186233	GH43_29-CBM6
PBMDCECB_186286	GH3
PBMDCECB_186324	GT2
PBMDCECB_186461	GH3
PBMDCECB_186571	GT2
PBMDCECB_186651	GT4
PBMDCECB_186698	GH78
PBMDCECB_186790	GH25
PBMDCECB_186838	GT2
PBMDCECB_187015	GT2
PBMDCECB_187037	GH35
PBMDCECB_187144	GT83
PBMDCECB_187152	GT2
PBMDCECB_187250	GH123
PBMDCECB_187264	GH106
PBMDCECB_187345	GT8
PBMDCECB_187609	GT2
PBMDCECB_187653	CBM38
PBMDCECB_187768	GH1
PBMDCECB_187779	GH63
PBMDCECB_187838	GT4
PBMDCECB_187882	GH13_4
PBMDCECB_187988	GH51
PBMDCECB_188008	GT2
PBMDCECB_188060	CBM50
PBMDCECB_188129	CBM6
PBMDCECB_188148	GH23
PBMDCECB_188160	GH16
PBMDCECB_188305	GT4
PBMDCECB_188446	GH13_29
PBMDCECB_188447	GH3
PBMDCECB_188449	GH13_38
PBMDCECB_188480	GT4
PBMDCECB_188512	GT9
PBMDCECB_188565	GH2
PBMDCECB_188572	GH18
PBMDCECB_188587	GH25
PBMDCECB_188595	GH164
PBMDCECB_188607	GH25
PBMDCECB_188819	GH20
PBMDCECB_189117	GH36
PBMDCECB_189253	GT4
PBMDCECB_189368	GH1
PBMDCECB_189428	GH78
PBMDCECB_189452	GH95
PBMDCECB_189453	GT2
PBMDCECB_189456	GH146
PBMDCECB_189551	GT4
PBMDCECB_189615	GT8
PBMDCECB_189628	GH91
PBMDCECB_189667	GH25
PBMDCECB_189730	GH3
PBMDCECB_189834	GH105
PBMDCECB_189910	GH91
PBMDCECB_189933	GT2
PBMDCECB_189957	GH38
PBMDCECB_189975	GH27
PBMDCECB_190388	PL6
PBMDCECB_190447	GT4
PBMDCECB_190525	GH23-CBM50-CBM50
PBMDCECB_190584	GH16_14
PBMDCECB_190591	GT35
PBMDCECB_190606	GH29
PBMDCECB_190737	GH3
PBMDCECB_190756	GH28
PBMDCECB_190757	GH28
PBMDCECB_190841	CBM6
PBMDCECB_190852	GH43_16-CBM6
PBMDCECB_190891	GT2
PBMDCECB_190959	GT5
PBMDCECB_190990	GT30
PBMDCECB_190992	GH146
PBMDCECB_190999	GH43_10
PBMDCECB_191016	GT2
PBMDCECB_191048	CBM50-CBM50
PBMDCECB_191158	GT8
PBMDCECB_191204	GT4
PBMDCECB_191205	CBM72
PBMDCECB_191253	GH8
PBMDCECB_191273	GH11-CBM6
PBMDCECB_191309	GH13
PBMDCECB_191374	GT2
PBMDCECB_191376	GH16_3
PBMDCECB_191474	GT2
PBMDCECB_191500	GH130
PBMDCECB_191608	GH5_2
PBMDCECB_191624	GH20
PBMDCECB_191666	GT2-GT2
PBMDCECB_191669	GH73
PBMDCECB_191735	GT4
PBMDCECB_191894	GH28
PBMDCECB_191932	GH95
PBMDCECB_191943	GH32
PBMDCECB_191956	GT4
PBMDCECB_191970	GT35
PBMDCECB_192086	GT1-GT4
PBMDCECB_192123	GH78
PBMDCECB_192139	GH2
PBMDCECB_192220	GH13
PBMDCECB_192230	GH106
PBMDCECB_192257	GT28
PBMDCECB_192295	GT2
PBMDCECB_192390	GT4
PBMDCECB_192444	GT2
PBMDCECB_192454	GH1
PBMDCECB_192466	GT2
PBMDCECB_192504	GH42
PBMDCECB_192533	GT2
PBMDCECB_192536	GT2
PBMDCECB_192552	GH97
PBMDCECB_192640	GH130
PBMDCECB_192641	GH133
PBMDCECB_192679	GT4
PBMDCECB_192690	GH3
PBMDCECB_192760	GH3
PBMDCECB_192861	GH20
PBMDCECB_192931	GH43_10
PBMDCECB_193037	GH133
PBMDCECB_193067	GT4
PBMDCECB_193225	GT2
PBMDCECB_193250	GT2
PBMDCECB_193255	GH26
PBMDCECB_193288	GH2
PBMDCECB_193292	GH51
PBMDCECB_193487	GT8
PBMDCECB_193557	GT2
PBMDCECB_193566	GT2
PBMDCECB_193696	CBM50
PBMDCECB_193705	GT2
PBMDCECB_193752	GH35
PBMDCECB_193826	CBM6
PBMDCECB_193967	GT2
PBMDCECB_194059	GH43_27
PBMDCECB_194132	GH13_31
PBMDCECB_194216	GH43_16-CBM6-CBM6
PBMDCECB_194217	GH5_4
PBMDCECB_194268	CBM6
PBMDCECB_194311	GH18
PBMDCECB_194433	GT2
PBMDCECB_194434	GT2
PBMDCECB_194445	GH3
PBMDCECB_194512	GT4
PBMDCECB_194631	GH73-CBM50-CBM50
PBMDCECB_194737	GT8
PBMDCECB_194738	GT9
PBMDCECB_194850	GT4
PBMDCECB_194872	GH55
PBMDCECB_194924	GT2
PBMDCECB_195002	GH31
PBMDCECB_195091	GT4
PBMDCECB_195092	GT2
PBMDCECB_195112	GH13
PBMDCECB_195113	GT2
PBMDCECB_195170	GT5
PBMDCECB_195179	GT4
PBMDCECB_195234	CBM6
PBMDCECB_195272	GH2
PBMDCECB_195300	GT4
PBMDCECB_195318	GT2
PBMDCECB_195346	GT4
PBMDCECB_195347	GT2
PBMDCECB_195416	GT2
PBMDCECB_195457	GT35
PBMDCECB_195572	GT4
PBMDCECB_195573	GT2
PBMDCECB_195593	GT2
PBMDCECB_195598	GT2
PBMDCECB_195676	GH130
PBMDCECB_195809	GH77
PBMDCECB_195856	GH77
PBMDCECB_195858	GH18
PBMDCECB_195892	GT2
PBMDCECB_195919	GH105
PBMDCECB_195920	GH105
PBMDCECB_195953	GT4
PBMDCECB_195978	GH32
PBMDCECB_195986	GH105
PBMDCECB_196153	GH20
PBMDCECB_196244	PL29
PBMDCECB_196259	GT4
PBMDCECB_196265	GH5_2
PBMDCECB_196270	GT4
PBMDCECB_196289	GH5_4
PBMDCECB_196331	CBM6
PBMDCECB_196360	GT2
PBMDCECB_196492	GT28
PBMDCECB_196497	GH43_17
PBMDCECB_196596	GT4
PBMDCECB_196807	GT5
PBMDCECB_196814	GT4
PBMDCECB_196815	GT4
PBMDCECB_196822	GT2
PBMDCECB_196876	GH95
PBMDCECB_197009	GT2
PBMDCECB_197014	GT2-GT2
PBMDCECB_197092	GT2
PBMDCECB_197151	GT4
PBMDCECB_197207	GT4
PBMDCECB_197222	GH43_19
PBMDCECB_197240	GT5
PBMDCECB_197261	GT5
PBMDCECB_197560	GH77
PBMDCECB_197571	GT4
PBMDCECB_197616	GT2
PBMDCECB_197659	GH23-CBM50
PBMDCECB_197808	CBM50
PBMDCECB_197859	GT9
PBMDCECB_197863	GH25-DOC
PBMDCECB_197895	GT2
PBMDCECB_197931	GH73
PBMDCECB_197932	GT2
PBMDCECB_198066	GH123
PBMDCECB_198204	GH94
PBMDCECB_198212	GT2
PBMDCECB_198263	GH33
PBMDCECB_198291	GT2
PBMDCECB_198325	GT2
PBMDCECB_198326	GT4
PBMDCECB_198364	GH1
PBMDCECB_198435	GT2
PBMDCECB_198457	GH25
PBMDCECB_198546	GH127
PBMDCECB_198603	GT104
PBMDCECB_198622	GT2
PBMDCECB_198674	GT28
PBMDCECB_198687	GT2
PBMDCECB_198754	GT2
PBMDCECB_198840	GT2
PBMDCECB_198883	PL11
PBMDCECB_198887	GT4
PBMDCECB_198895	GH30_5
PBMDCECB_198933	GH31
PBMDCECB_198939	GH29
PBMDCECB_198976	GT2-GT2
PBMDCECB_198979	GH92
PBMDCECB_198995	GH77
PBMDCECB_199045	PL11
PBMDCECB_199090	GH43_26
PBMDCECB_199245	GT4
PBMDCECB_199291	GT2
PBMDCECB_199416	GH106
PBMDCECB_199529	GT2
PBMDCECB_199537	GT35
PBMDCECB_199561	GT4
PBMDCECB_199581	GH10-CBM72
PBMDCECB_199663	GT28
PBMDCECB_199666	GT4
PBMDCECB_199704	GH16
PBMDCECB_199748	GH38
PBMDCECB_199812	GH53
PBMDCECB_199838	GT2
PBMDCECB_199851	GH16_3
PBMDCECB_199856	GH77
PBMDCECB_199877	CBM32
PBMDCECB_199903	GT2
PBMDCECB_199905	GT2
PBMDCECB_199916	GT28
PBMDCECB_199921	CBM38
PBMDCECB_199955	GH32
PBMDCECB_200030	GT4
PBMDCECB_200033	GH13_39
PBMDCECB_200078	GH92
PBMDCECB_200114	GH165
PBMDCECB_200182	GT11
PBMDCECB_200194	GT2
PBMDCECB_200206	GT4
PBMDCECB_200258	GH51
PBMDCECB_200274	GT30
PBMDCECB_200312	GT2
PBMDCECB_200339	GH36
PBMDCECB_200369	CBM72
PBMDCECB_200482	GH25
PBMDCECB_200575	GT2
PBMDCECB_200756	GT4
PBMDCECB_200789	GT32
PBMDCECB_200795	CBM50
PBMDCECB_200849	GH105
PBMDCECB_200855	GT4
PBMDCECB_200930	PL33
PBMDCECB_201068	GH18
PBMDCECB_201077	CBM72
PBMDCECB_201289	GT2
PBMDCECB_201302	GT2
PBMDCECB_201363	GT2
PBMDCECB_201384	GH29
PBMDCECB_201442	GH13_8
PBMDCECB_201449	GT2
PBMDCECB_177853	GH8
PBMDCECB_178031	GT1
PBMDCECB_180311	GH8
PBMDCECB_180818	GH73-CBM50
PBMDCECB_182690	CBM50
PBMDCECB_183792	GH23
PBMDCECB_185266	GH73
PBMDCECB_191514	GT5
PBMDCECB_191689	GT2
PBMDCECB_193303	GH43_11
PBMDCECB_196195	GT5
PBMDCECB_197205	GH1
PBMDCECB_197342	GT8
PBMDCECB_197458	GT8
PBMDCECB_201212	GT2
PBMDCECB_176520	GT2
PBMDCECB_176717	GT4
PBMDCECB_176833	GT2
PBMDCECB_177592	GT4
PBMDCECB_179042	GT2
PBMDCECB_179519	GT2
PBMDCECB_180643	GH13_38
PBMDCECB_180955	GT30
PBMDCECB_182592	GT2
PBMDCECB_183213	GT2
PBMDCECB_184360	GH3
PBMDCECB_185199	GT2
PBMDCECB_185906	GH141
PBMDCECB_186075	GH25
PBMDCECB_186134	GH26
PBMDCECB_186437	GT2
PBMDCECB_186685	GT4
PBMDCECB_186869	CBM48
PBMDCECB_187057	GT2
PBMDCECB_188170	GH24
PBMDCECB_188481	GT4
PBMDCECB_188852	GT2
PBMDCECB_188893	GT9
PBMDCECB_189141	GH43_7-CBM13
PBMDCECB_189518	GT2
PBMDCECB_190134	GT28
PBMDCECB_190559	GT11
PBMDCECB_190775	GT28
PBMDCECB_192007	GT28
PBMDCECB_192084	GT6
PBMDCECB_192286	GH1
PBMDCECB_193069	GT2
PBMDCECB_193115	GH43_35
PBMDCECB_194227	GH16_3
PBMDCECB_194353	GT4
PBMDCECB_194873	GH5_2
PBMDCECB_194955	GT26
PBMDCECB_195140	GH1
PBMDCECB_195471	GT32
PBMDCECB_196147	GT19
PBMDCECB_196970	GT4
PBMDCECB_197110	GT2
PBMDCECB_197450	GT2
PBMDCECB_198164	GT2
PBMDCECB_198616	GT28
PBMDCECB_199562	GT4
PBMDCECB_199912	GT2
PBMDCECB_201153	GT9
PBMDCECB_201296	GT2
PBMDCECB_201415	GT28
PBMDCECB_201508	GH43_35
PBMDCECB_126013	GH43_2-CBM6-GH8
PBMDCECB_126026	GH25
PBMDCECB_126047	GT2
PBMDCECB_126158	GH36
PBMDCECB_126168	GT2
PBMDCECB_126230	GT2
PBMDCECB_126304	CBM38
PBMDCECB_126367	GT2
PBMDCECB_126368	GT2
PBMDCECB_126369	GT100
PBMDCECB_126387	GH94
PBMDCECB_126388	GH146
PBMDCECB_126389	GH115
PBMDCECB_126450	GH163
PBMDCECB_126540	PL33
PBMDCECB_126573	GH25
PBMDCECB_126585	GH97
PBMDCECB_126653	PL33
PBMDCECB_126654	PL33
PBMDCECB_126673	GH23
PBMDCECB_126709	GH10-CBM6
PBMDCECB_126736	GT25
PBMDCECB_126818	CBM12
PBMDCECB_126831	CBM48
PBMDCECB_126921	GT111
PBMDCECB_127004	GH97
PBMDCECB_127045	GH18
PBMDCECB_127081	GT2
PBMDCECB_127082	GT4
PBMDCECB_127083	GH36
PBMDCECB_127130	CBM66-GH51
PBMDCECB_127166	GH39
PBMDCECB_127219	GT4
PBMDCECB_127411	GH13_14
PBMDCECB_127470	GH29-CBM32
PBMDCECB_127589	GH5_2
PBMDCECB_127641	GH95
PBMDCECB_127716	GH5_37
PBMDCECB_127933	CBM48-GH13_11
PBMDCECB_128072	GT2
PBMDCECB_128078	GT4
PBMDCECB_128097	GH13
PBMDCECB_128102	GH94
PBMDCECB_128248	GH51
PBMDCECB_128256	GH9
PBMDCECB_128278	CBM6
PBMDCECB_128289	GT2
PBMDCECB_128315	GT4
PBMDCECB_128332	GH149
PBMDCECB_128419	CBM50
PBMDCECB_128510	GH97
PBMDCECB_128511	GH77
PBMDCECB_128598	GH3
PBMDCECB_128630	GH77
PBMDCECB_128689	GH35-CBM32
PBMDCECB_128821	GT4
PBMDCECB_128833	GH77
PBMDCECB_128848	GH163
PBMDCECB_128854	GH1
PBMDCECB_129074	GH38
PBMDCECB_129080	GT4
PBMDCECB_129082	GT2
PBMDCECB_129097	GH32
PBMDCECB_129209	GH78
PBMDCECB_129257	GH2
PBMDCECB_129311	GH130
PBMDCECB_129385	GH95
PBMDCECB_129386	GH29
PBMDCECB_129536	GT104
PBMDCECB_129635	CBM50
PBMDCECB_129691	PL40
PBMDCECB_129773	GT2
PBMDCECB_129795	CBM35
PBMDCECB_129858	GT2
PBMDCECB_129880	GT4
PBMDCECB_129910	GH16
PBMDCECB_129939	GH92
PBMDCECB_129993	GT2
PBMDCECB_130027	GH77
PBMDCECB_130052	GT2
PBMDCECB_130094	GH1
PBMDCECB_130114	GT4
PBMDCECB_130117	GH2
PBMDCECB_130149	GT4
PBMDCECB_130150	GT2
PBMDCECB_130157	GT8
PBMDCECB_130234	CBM72
PBMDCECB_130256	GH3
PBMDCECB_130271	GT51
PBMDCECB_130318	GH1
PBMDCECB_130447	GH1
PBMDCECB_130619	DOC
PBMDCECB_130673	GT2
PBMDCECB_130674	GT4
PBMDCECB_130675	GT4
PBMDCECB_130696	GH76
PBMDCECB_130757	GH36
PBMDCECB_130855	GH28
PBMDCECB_130875	GT35
PBMDCECB_130878	GH78
PBMDCECB_130892	GT4
PBMDCECB_130898	GT2
PBMDCECB_130983	GH2
PBMDCECB_131006	GH25
PBMDCECB_131008	GT2
PBMDCECB_131126	GH106
PBMDCECB_131138	GH125
PBMDCECB_131195	GT30
PBMDCECB_131224	GT4
PBMDCECB_131225	GT4
PBMDCECB_131265	GH23-CBM50-CBM50
PBMDCECB_131304	GH25
PBMDCECB_131356	GT2-GT2
PBMDCECB_131391	GH3
PBMDCECB_131493	GH1
PBMDCECB_131495	GT8
PBMDCECB_131517	GH43_17
PBMDCECB_131584	GH3
PBMDCECB_131644	GT2
PBMDCECB_131645	GT2
PBMDCECB_131686	GH36
PBMDCECB_131712	CBM6
PBMDCECB_131713	GH10-CBM6
PBMDCECB_131754	GH94
PBMDCECB_131802	GH65
PBMDCECB_131806	GT4
PBMDCECB_131939	GT81
PBMDCECB_131953	GT51
PBMDCECB_132114	GT2
PBMDCECB_132127	PL10
PBMDCECB_132179	GH31-CBM32-DOC
PBMDCECB_132211	GH2
PBMDCECB_132302	CBM51
PBMDCECB_132353	GH25
PBMDCECB_132372	GT2
PBMDCECB_132401	GT2
PBMDCECB_132417	GH1
PBMDCECB_132480	GT51
PBMDCECB_132483	GT2
PBMDCECB_132487	GH57
PBMDCECB_132672	GT2
PBMDCECB_132673	GT8
PBMDCECB_132725	CBM48-GH13_14
PBMDCECB_132760	GH92
PBMDCECB_132780	GT35
PBMDCECB_132800	GH43_35
PBMDCECB_132874	GT2
PBMDCECB_132883	GT4
PBMDCECB_132953	GT2
PBMDCECB_132977	GT2
PBMDCECB_132985	GT5
PBMDCECB_133002	GT2
PBMDCECB_133003	GT2
PBMDCECB_133005	GH3
PBMDCECB_133115	GH103
PBMDCECB_133162	GH16_25
PBMDCECB_133190	GH38-CBM32
PBMDCECB_133193	GT2
PBMDCECB_133195	GT2
PBMDCECB_133241	GH5_4
PBMDCECB_133246	GT51
PBMDCECB_133321	GT2
PBMDCECB_133355	GH13_38
PBMDCECB_133356	GH129
PBMDCECB_133359	GT51
PBMDCECB_133379	GT2
PBMDCECB_133380	GT8
PBMDCECB_133477	GT2
PBMDCECB_133491	GH39
PBMDCECB_133551	GT105
PBMDCECB_133584	GH25
PBMDCECB_133592	GT4
PBMDCECB_133615	GH20
PBMDCECB_133710	GT4
PBMDCECB_133711	GT2
PBMDCECB_133781	GT2
PBMDCECB_133929	CBM13-CBM62
PBMDCECB_133951	GH73-CBM50
PBMDCECB_133975	GT2
PBMDCECB_133982	GH18
PBMDCECB_134004	GT4
PBMDCECB_134005	GT4
PBMDCECB_134239	GH13_31
PBMDCECB_134317	GH31
PBMDCECB_134363	GH120
PBMDCECB_134369	GH20
PBMDCECB_134460	GH3
PBMDCECB_134470	GH2
PBMDCECB_134473	GH1
PBMDCECB_134594	GT4
PBMDCECB_134654	GT51
PBMDCECB_134703	GH8
PBMDCECB_134733	GH2
PBMDCECB_134754	GH43_24
PBMDCECB_134779	GH92
PBMDCECB_134794	GH33
PBMDCECB_134798	GT4
PBMDCECB_134801	GH9
PBMDCECB_134882	GH8
PBMDCECB_134946	GT4
PBMDCECB_134980	GH28
PBMDCECB_134999	GH2
PBMDCECB_135210	GH10
PBMDCECB_135228	GH5
PBMDCECB_135346	GH115
PBMDCECB_135360	GT2
PBMDCECB_135468	GT4
PBMDCECB_135548	GH109
PBMDCECB_135581	GH3
PBMDCECB_135629	GH108
PBMDCECB_135650	CBM50
PBMDCECB_135711	GT2
PBMDCECB_135747	GT2
PBMDCECB_135748	GT2
PBMDCECB_135751	GH26-CBM72
PBMDCECB_135815	GT2
PBMDCECB_135816	GT2
PBMDCECB_135863	CBM61
PBMDCECB_135875	GT2
PBMDCECB_135876	GT2
PBMDCECB_135894	CBM6
PBMDCECB_135908	GH128
PBMDCECB_135969	GT28
PBMDCECB_135973	GH65
PBMDCECB_136073	GH2-CBM57
PBMDCECB_136090	GH13_8
PBMDCECB_136199	GH43_19
PBMDCECB_136250	GT4
PBMDCECB_136263	CBM50
PBMDCECB_136275	GH2
PBMDCECB_136336	GH43_4-CBM72
PBMDCECB_136455	GH39
PBMDCECB_136536	GT9
PBMDCECB_136564	GT2
PBMDCECB_136577	GT2
